cancer_site,state,age_group,count,population,crude_rate_100k
VIII(a) Osteosarcomas,California,15-19 years,502,60988865,0.82
VIII(a) Osteosarcomas,California,5-9 years,208,57817061,0.36000000000000004
VIII(a) Osteosarcomas,Colorado,10-14 years,67,7841777,0.8500000000000001
VIII(a) Osteosarcomas,Colorado,15-19 years,66,7910284,0.8300000000000001
VIII(a) Osteosarcomas,Colorado,5-9 years,20,7622280,0.26
VIII(a) Osteosarcomas,Colorado,< 1 year,0,1492902,0
VIII(a) Osteosarcomas,Connecticut,1-4 years,0,3732294,0
VIII(a) Osteosarcomas,Connecticut,10-14 years,47,5495849,0.86
VIII(a) Osteosarcomas,Connecticut,15-19 years,42,5663881,0.7400000000000001
VIII(a) Osteosarcomas,Connecticut,5-9 years,17,5050886,0.34
VIII(a) Osteosarcomas,Connecticut,< 1 year,0,887330,0
VIII(a) Osteosarcomas,Delaware,1-4 years,0,1000685,0
VIII(a) Osteosarcomas,Delaware,< 1 year,0,250143,0
VIII(a) Osteosarcomas,District of Columbia,1-4 years,0,655965,0
VIII(a) Osteosarcomas,District of Columbia,< 1 year,0,187842,0
VIII(a) Osteosarcomas,Florida,10-14 years,236,26464457,0.8900000000000001
VIII(a) Osteosarcomas,Florida,15-19 years,283,27141887,1.04
VIII(a) Osteosarcomas,Florida,5-9 years,102,24853995,0.41
VIII(a) Osteosarcomas,Florida,< 1 year,0,4872286,0
VIII(a) Osteosarcomas,Georgia,10-14 years,133,15873183,0.8400000000000001
VIII(a) Osteosarcomas,Georgia,15-19 years,124,15860044,0.78
VIII(a) Osteosarcomas,Georgia,5-9 years,43,15251004,0.27999999999999997
VIII(a) Osteosarcomas,Hawaii,10-14 years,21,1938369,1.08
VIII(a) Osteosarcomas,Hawaii,15-19 years,17,1897963,0.9
VIII(a) Osteosarcomas,Hawaii,< 1 year,0,405591,0
VIII(a) Osteosarcomas,Idaho,10-14 years,25,2734366,0.91
VIII(a) Osteosarcomas,Idaho,15-19 years,26,2784229,0.9300000000000002
VIII(a) Osteosarcomas,Idaho,< 1 year,0,509756,0
VIII(a) Osteosarcomas,Illinois,10-14 years,177,20314300,0.87
VIII(a) Osteosarcomas,Illinois,15-19 years,177,20552912,0.86
VIII(a) Osteosarcomas,Illinois,5-9 years,54,19386015,0.27999999999999997
VIII(a) Osteosarcomas,Illinois,< 1 year,0,3722515,0
VIII(a) Osteosarcomas,Indiana,10-14 years,79,9533841,0.8300000000000001
VIII(a) Osteosarcomas,Indiana,15-19 years,74,9778770,0.76
VIII(a) Osteosarcomas,Indiana,5-9 years,31,9181922,0.34
VIII(a) Osteosarcomas,Indiana,< 1 year,0,1766128,0
VIII(a) Osteosarcomas,Iowa,10-14 years,41,4785289,0.86
VIII(a) Osteosarcomas,Iowa,15-19 years,44,5091669,0.86
VIII(a) Osteosarcomas,Iowa,< 1 year,0,882147,0
VIII(a) Osteosarcomas,Kansas,10-14 years,44,4648026,0.9500000000000001
VIII(a) Osteosarcomas,Kansas,15-19 years,33,4781351,0.6900000000000001
VIII(a) Osteosarcomas,Kansas,< 1 year,0,883860,0
VIII(a) Osteosarcomas,Kentucky,1-4 years,0,5029496,0
VIII(a) Osteosarcomas,Kentucky,10-14 years,52,6602154,0.79
VIII(a) Osteosarcomas,Kentucky,15-19 years,56,6699792,0.8400000000000001
VIII(a) Osteosarcomas,Kentucky,5-9 years,21,6386273,0.33
VIII(a) Osteosarcomas,Kentucky,< 1 year,0,1256613,0
VIII(a) Osteosarcomas,Louisiana,10-14 years,68,7362307,0.9199999999999999
VIII(a) Osteosarcomas,Louisiana,15-19 years,69,7540189,0.9199999999999999
VIII(a) Osteosarcomas,Louisiana,< 1 year,0,1419731,0
VIII(a) Osteosarcomas,Maine,1-4 years,0,1254194,0
VIII(a) Osteosarcomas,Maine,10-14 years,23,1881419,1.22
VIII(a) Osteosarcomas,Maine,< 1 year,0,301535,0
VIII(a) Osteosarcomas,Maryland,10-14 years,68,9029000,0.75
VIII(a) Osteosarcomas,Maryland,15-19 years,70,9046383,0.77
VIII(a) Osteosarcomas,Maryland,5-9 years,26,8544521,0.30000000000000004
VIII(a) Osteosarcomas,Maryland,< 1 year,0,1667470,0
VIII(a) Osteosarcomas,Massachusetts,10-14 years,73,9547360,0.76
VIII(a) Osteosarcomas,Massachusetts,15-19 years,82,10537941,0.78
VIII(a) Osteosarcomas,Massachusetts,5-9 years,30,8944247,0.34
VIII(a) Osteosarcomas,Massachusetts,< 1 year,0,1695265,0
VIII(a) Osteosarcomas,Michigan,10-14 years,135,15899361,0.8500000000000001
VIII(a) Osteosarcomas,Michigan,15-19 years,143,16468910,0.87
VIII(a) Osteosarcomas,Michigan,5-9 years,38,14824040,0.26
VIII(a) Osteosarcomas,Michigan,< 1 year,0,2723190,0
VIII(a) Osteosarcomas,Minnesota,10-14 years,54,8473091,0.6400000000000001
VIII(a) Osteosarcomas,Minnesota,15-19 years,86,8600532,1
VIII(a) Osteosarcomas,Minnesota,5-9 years,21,8134262,0.26
VIII(a) Osteosarcomas,Minnesota,< 1 year,0,1570360,0
VIII(a) Osteosarcomas,Mississippi,1-4 years,0,2996593,0
VIII(a) Osteosarcomas,Mississippi,10-14 years,30,4000675,0.75
VIII(a) Osteosarcomas,Mississippi,15-19 years,30,4133405,0.73
VIII(a) Osteosarcomas,Mississippi,< 1 year,0,741996,0
VIII(a) Osteosarcomas,Missouri,1-4 years,0,6903905,0
VIII(a) Osteosarcomas,Missouri,10-14 years,55,9282197,0.5900000000000001
VIII(a) Osteosarcomas,Missouri,15-19 years,72,9524258,0.76
VIII(a) Osteosarcomas,Missouri,5-9 years,28,8840403,0.32000000000000006
VIII(a) Osteosarcomas,Missouri,< 1 year,0,1715710,0
VIII(a) Osteosarcomas,Montana,< 1 year,0,268697,0
VIII(a) Osteosarcomas,Nebraska,10-14 years,25,2984179,0.8400000000000001
VIII(a) Osteosarcomas,Nebraska,15-19 years,28,3070717,0.91
VIII(a) Osteosarcomas,Nebraska,< 1 year,0,585005,0
VIII(a) Osteosarcomas,Nevada,10-14 years,31,4107600,0.75
VIII(a) Osteosarcomas,Nevada,15-19 years,29,3865198,0.75
VIII(a) Osteosarcomas,Nevada,< 1 year,0,797109,0
VIII(a) Osteosarcomas,New Hampshire,10-14 years,22,1973487,1.11
VIII(a) Osteosarcomas,New Hampshire,15-19 years,17,2108547,0.81
VIII(a) Osteosarcomas,New Hampshire,< 1 year,0,306258,0
VIII(a) Osteosarcomas,New Jersey,10-14 years,106,13700943,0.77
VIII(a) Osteosarcomas,New Jersey,15-19 years,115,13405538,0.86
VIII(a) Osteosarcomas,New Jersey,5-9 years,46,13015487,0.35000000000000003
VIII(a) Osteosarcomas,New Jersey,< 1 year,0,2461972,0
VIII(a) Osteosarcomas,New Mexico,1-4 years,0,2458592,0
VIII(a) Osteosarcomas,New Mexico,10-14 years,29,3311369,0.8800000000000001
VIII(a) Osteosarcomas,New Mexico,15-19 years,21,3384754,0.6200000000000001
VIII(a) Osteosarcomas,New Mexico,< 1 year,0,606097,0
VIII(a) Osteosarcomas,New York,10-14 years,266,28734343,0.9300000000000002
VIII(a) Osteosarcomas,New York,15-19 years,270,30230461,0.8900000000000001
VIII(a) Osteosarcomas,New York,5-9 years,90,27394347,0.33
VIII(a) Osteosarcomas,New York,< 1 year,0,5499284,0
VIII(a) Osteosarcomas,North Carolina,1-4 years,0,10909376,0
VIII(a) Osteosarcomas,North Carolina,10-14 years,121,14407853,0.8400000000000001
VIII(a) Osteosarcomas,North Carolina,15-19 years,105,14736669,0.71
VIII(a) Osteosarcomas,North Carolina,5-9 years,37,13869469,0.27
VIII(a) Osteosarcomas,North Carolina,< 1 year,0,2726561,0
VIII(a) Osteosarcomas,North Dakota,1-4 years,0,836898,0
VIII(a) Osteosarcomas,North Dakota,< 1 year,0,212671,0
VIII(a) Osteosarcomas,Ohio,10-14 years,145,18150108,0.8
VIII(a) Osteosarcomas,Ohio,15-19 years,144,18587275,0.77
VIII(a) Osteosarcomas,Ohio,5-9 years,52,17175827,0.30000000000000004
VIII(a) Osteosarcomas,Oklahoma,1-4 years,0,4644900,0
VIII(a) Osteosarcomas,Oklahoma,10-14 years,37,5972495,0.6200000000000001
VIII(a) Osteosarcomas,Oklahoma,15-19 years,40,6135620,0.65
VIII(a) Osteosarcomas,Oklahoma,5-9 years,24,5843456,0.41
VIII(a) Osteosarcomas,Oklahoma,< 1 year,0,1160149,0
VIII(a) Osteosarcomas,Oregon,10-14 years,43,5655555,0.76
VIII(a) Osteosarcomas,Oregon,15-19 years,64,5791934,1.1
VIII(a) Osteosarcomas,Oregon,< 1 year,0,1028076,0
VIII(a) Osteosarcomas,Pennsylvania,10-14 years,120,18713236,0.6400000000000001
VIII(a) Osteosarcomas,Pennsylvania,15-19 years,145,20112434,0.7200000000000001
VIII(a) Osteosarcomas,Pennsylvania,5-9 years,50,17378898,0.29
VIII(a) Osteosarcomas,Pennsylvania,< 1 year,0,3241258,0
VIII(a) Osteosarcomas,Rhode Island,1-4 years,0,1081993,0
VIII(a) Osteosarcomas,Rhode Island,15-19 years,16,1794833,0.8900000000000001
VIII(a) Osteosarcomas,Rhode Island,< 1 year,0,263285,0
VIII(a) Osteosarcomas,South Carolina,10-14 years,59,7014106,0.8400000000000001
VIII(a) Osteosarcomas,South Carolina,15-19 years,46,7346855,0.63
VIII(a) Osteosarcomas,South Carolina,< 1 year,0,1301660,0
VIII(a) Osteosarcomas,South Dakota,1-4 years,0,962224,0
VIII(a) Osteosarcomas,South Dakota,< 1 year,0,241934,0
VIII(a) Osteosarcomas,Tennessee,10-14 years,91,9701894,0.9400000000000001
VIII(a) Osteosarcomas,Tennessee,15-19 years,66,9750953,0.68
VIII(a) Osteosarcomas,Tennessee,5-9 years,29,9318316,0.31000000000000005
VIII(a) Osteosarcomas,Tennessee,< 1 year,0,1816912,0
VIII(a) Osteosarcomas,Texas,10-14 years,379,43696950,0.87
VIII(a) Osteosarcomas,Texas,15-19 years,368,43234905,0.8500000000000001
VIII(a) Osteosarcomas,Texas,5-9 years,147,42752621,0.34
VIII(a) Osteosarcomas,Texas,< 1 year,0,8575488,0
VIII(a) Osteosarcomas,Utah,10-14 years,41,5325797,0.77
VIII(a) Osteosarcomas,Utah,15-19 years,43,5284552,0.81
VIII(a) Osteosarcomas,Utah,5-9 years,17,5408434,0.31000000000000005
VIII(a) Osteosarcomas,Utah,< 1 year,0,1127988,0
VIII(a) Osteosarcomas,Vermont,1-4 years,0,587023,0
VIII(a) Osteosarcomas,Vermont,< 1 year,0,139410,0
VIII(a) Osteosarcomas,Virginia,10-14 years,98,12010591,0.82
VIII(a) Osteosarcomas,Virginia,15-19 years,101,12414081,0.81
VIII(a) Osteosarcomas,Virginia,5-9 years,33,11544105,0.29
VIII(a) Osteosarcomas,Virginia,< 1 year,0,2292551,0
VIII(a) Osteosarcomas,Washington,10-14 years,73,10327779,0.71
VIII(a) Osteosarcomas,Washington,15-19 years,92,10378779,0.8900000000000001
VIII(a) Osteosarcomas,Washington,5-9 years,31,9996474,0.31000000000000005
VIII(a) Osteosarcomas,West Virginia,1-4 years,0,1851405,0
VIII(a) Osteosarcomas,West Virginia,10-14 years,18,2539200,0.71
VIII(a) Osteosarcomas,West Virginia,15-19 years,20,2702062,0.7400000000000001
VIII(a) Osteosarcomas,West Virginia,< 1 year,0,460029,0
VIII(a) Osteosarcomas,Wisconsin,10-14 years,65,8870911,0.73
VIII(a) Osteosarcomas,Wisconsin,15-19 years,61,9269366,0.66
VIII(a) Osteosarcomas,Wisconsin,< 1 year,0,1547673,0
VIII(a) Osteosarcomas,Wyoming,1-4 years,0,651740,0
VIII(a) Osteosarcomas,Wyoming,< 1 year,0,161549,0
VIII(b) Chondrosarcomas,Alabama,1-4 years,0,5469476,0
VIII(b) Chondrosarcomas,Alabama,5-9 years,0,7009562,0
VIII(b) Chondrosarcomas,Alabama,< 1 year,0,1361419,0
VIII(b) Chondrosarcomas,Alaska,1-4 years,0,937213,0
VIII(b) Chondrosarcomas,Alaska,10-14 years,0,1209026,0
VIII(b) Chondrosarcomas,Alaska,15-19 years,0,1168656,0
VIII(b) Chondrosarcomas,Alaska,5-9 years,0,1166606,0
VIII(b) Chondrosarcomas,Alaska,< 1 year,0,239124,0
VIII(b) Chondrosarcomas,Arizona,1-4 years,0,7848058,0
VIII(b) Chondrosarcomas,Arizona,< 1 year,0,1945031,0
VIII(b) Chondrosarcomas,Arkansas,10-14 years,0,4554311,0
VIII(b) Chondrosarcomas,Arkansas,5-9 years,0,4395513,0
VIII(b) Chondrosarcomas,Arkansas,< 1 year,0,863216,0
VIII(b) Chondrosarcomas,California,10-14 years,26,60367276,0.04000000000000001
VIII(b) Chondrosarcomas,California,15-19 years,43,60988865,0.06999999999999999
VIII(b) Chondrosarcomas,California,< 1 year,0,11344110,0
VIII(b) Chondrosarcomas,Colorado,1-4 years,0,6020046,0
VIII(b) Chondrosarcomas,Colorado,5-9 years,0,7622280,0
VIII(b) Chondrosarcomas,Colorado,< 1 year,0,1492902,0
VIII(b) Chondrosarcomas,Connecticut,1-4 years,0,3732294,0
VIII(b) Chondrosarcomas,Connecticut,5-9 years,0,5050886,0
VIII(b) Chondrosarcomas,Connecticut,< 1 year,0,887330,0
VIII(b) Chondrosarcomas,Delaware,1-4 years,0,1000685,0
VIII(b) Chondrosarcomas,Delaware,15-19 years,0,1411125,0
VIII(b) Chondrosarcomas,Delaware,5-9 years,0,1272824,0
VIII(b) Chondrosarcomas,Delaware,< 1 year,0,250143,0
VIII(b) Chondrosarcomas,District of Columbia,1-4 years,0,655965,0
VIII(b) Chondrosarcomas,District of Columbia,10-14 years,0,657751,0
VIII(b) Chondrosarcomas,District of Columbia,15-19 years,0,870744,0
VIII(b) Chondrosarcomas,District of Columbia,5-9 years,0,711036,0
VIII(b) Chondrosarcomas,District of Columbia,< 1 year,0,187842,0
VIII(b) Chondrosarcomas,Florida,1-4 years,0,19531010,0
VIII(b) Chondrosarcomas,Florida,15-19 years,24,27141887,0.09000000000000001
VIII(b) Chondrosarcomas,Florida,< 1 year,0,4872286,0
VIII(b) Chondrosarcomas,Georgia,1-4 years,0,12030233,0
VIII(b) Chondrosarcomas,Georgia,< 1 year,0,2996855,0
VIII(b) Chondrosarcomas,Hawaii,5-9 years,0,1924686,0
VIII(b) Chondrosarcomas,Hawaii,< 1 year,0,405591,0
VIII(b) Chondrosarcomas,Idaho,1-4 years,0,2064110,0
VIII(b) Chondrosarcomas,Idaho,5-9 years,0,2642295,0
VIII(b) Chondrosarcomas,Idaho,< 1 year,0,509756,0
VIII(b) Chondrosarcomas,Illinois,1-4 years,0,15118124,0
VIII(b) Chondrosarcomas,Illinois,< 1 year,0,3722515,0
VIII(b) Chondrosarcomas,Indiana,1-4 years,0,7153917,0
VIII(b) Chondrosarcomas,Indiana,< 1 year,0,1766128,0
VIII(b) Chondrosarcomas,Iowa,1-4 years,0,3575940,0
VIII(b) Chondrosarcomas,Iowa,< 1 year,0,882147,0
VIII(b) Chondrosarcomas,Kansas,1-4 years,0,3564818,0
VIII(b) Chondrosarcomas,Kansas,10-14 years,0,4648026,0
VIII(b) Chondrosarcomas,Kansas,5-9 years,0,4528480,0
VIII(b) Chondrosarcomas,Kansas,< 1 year,0,883860,0
VIII(b) Chondrosarcomas,Kentucky,1-4 years,0,5029496,0
VIII(b) Chondrosarcomas,Kentucky,< 1 year,0,1256613,0
VIII(b) Chondrosarcomas,Louisiana,1-4 years,0,5667613,0
VIII(b) Chondrosarcomas,Louisiana,< 1 year,0,1419731,0
VIII(b) Chondrosarcomas,Maine,1-4 years,0,1254194,0
VIII(b) Chondrosarcomas,Maine,5-9 years,0,1698544,0
VIII(b) Chondrosarcomas,Maine,< 1 year,0,301535,0
VIII(b) Chondrosarcomas,Maryland,1-4 years,0,6696858,0
VIII(b) Chondrosarcomas,Maryland,5-9 years,0,8544521,0
VIII(b) Chondrosarcomas,Massachusetts,1-4 years,0,6855880,0
VIII(b) Chondrosarcomas,Massachusetts,5-9 years,0,8944247,0
VIII(b) Chondrosarcomas,Massachusetts,< 1 year,0,1695265,0
VIII(b) Chondrosarcomas,Michigan,1-4 years,0,11239256,0
VIII(b) Chondrosarcomas,Michigan,5-9 years,0,14824040,0
VIII(b) Chondrosarcomas,Michigan,< 1 year,0,2723190,0
VIII(b) Chondrosarcomas,Minnesota,1-4 years,0,6364337,0
VIII(b) Chondrosarcomas,Minnesota,15-19 years,16,8600532,0.19
VIII(b) Chondrosarcomas,Minnesota,5-9 years,0,8134262,0
VIII(b) Chondrosarcomas,Minnesota,< 1 year,0,1570360,0
VIII(b) Chondrosarcomas,Mississippi,1-4 years,0,2996593,0
VIII(b) Chondrosarcomas,Mississippi,< 1 year,0,741996,0
VIII(b) Chondrosarcomas,Missouri,< 1 year,0,1715710,0
VIII(b) Chondrosarcomas,Montana,1-4 years,0,1092655,0
VIII(b) Chondrosarcomas,Montana,10-14 years,0,1497266,0
VIII(b) Chondrosarcomas,Montana,15-19 years,0,1575496,0
VIII(b) Chondrosarcomas,Montana,5-9 years,0,1411941,0
VIII(b) Chondrosarcomas,Montana,< 1 year,0,268697,0
VIII(b) Chondrosarcomas,Nebraska,1-4 years,0,2342070,0
VIII(b) Chondrosarcomas,Nebraska,10-14 years,0,2984179,0
VIII(b) Chondrosarcomas,Nebraska,5-9 years,0,2921459,0
VIII(b) Chondrosarcomas,Nebraska,< 1 year,0,585005,0
VIII(b) Chondrosarcomas,Nevada,1-4 years,0,3221928,0
VIII(b) Chondrosarcomas,Nevada,5-9 years,0,4022790,0
VIII(b) Chondrosarcomas,Nevada,< 1 year,0,797109,0
VIII(b) Chondrosarcomas,New Hampshire,1-4 years,0,1293526,0
VIII(b) Chondrosarcomas,New Hampshire,5-9 years,0,1771669,0
VIII(b) Chondrosarcomas,New Hampshire,< 1 year,0,306258,0
VIII(b) Chondrosarcomas,New Jersey,1-4 years,0,10070580,0
VIII(b) Chondrosarcomas,New Jersey,15-19 years,20,13405538,0.15000000000000002
VIII(b) Chondrosarcomas,New Jersey,< 1 year,0,2461972,0
VIII(b) Chondrosarcomas,New Mexico,1-4 years,0,2458592,0
VIII(b) Chondrosarcomas,New Mexico,5-9 years,0,3143697,0
VIII(b) Chondrosarcomas,New Mexico,< 1 year,0,606097,0
VIII(b) Chondrosarcomas,New York,1-4 years,0,21659417,0
VIII(b) Chondrosarcomas,New York,15-19 years,52,30230461,0.17
VIII(b) Chondrosarcomas,New York,< 1 year,0,5499284,0
VIII(b) Chondrosarcomas,North Carolina,1-4 years,0,10909376,0
VIII(b) Chondrosarcomas,North Carolina,15-19 years,16,14736669,0.11000000000000001
VIII(b) Chondrosarcomas,North Carolina,5-9 years,0,13869469,0
VIII(b) Chondrosarcomas,North Carolina,< 1 year,0,2726561,0
VIII(b) Chondrosarcomas,North Dakota,1-4 years,0,836898,0
VIII(b) Chondrosarcomas,North Dakota,< 1 year,0,212671,0
VIII(b) Chondrosarcomas,Ohio,1-4 years,0,13214951,0
VIII(b) Chondrosarcomas,Ohio,15-19 years,20,18587275,0.11000000000000001
VIII(b) Chondrosarcomas,Ohio,< 1 year,0,3238172,0
VIII(b) Chondrosarcomas,Oklahoma,1-4 years,0,4644900,0
VIII(b) Chondrosarcomas,Oklahoma,< 1 year,0,1160149,0
VIII(b) Chondrosarcomas,Oregon,1-4 years,0,4209979,0
VIII(b) Chondrosarcomas,Oregon,5-9 years,0,5412215,0
VIII(b) Chondrosarcomas,Oregon,< 1 year,0,1028076,0
VIII(b) Chondrosarcomas,Pennsylvania,15-19 years,24,20112434,0.12
VIII(b) Chondrosarcomas,Pennsylvania,< 1 year,0,3241258,0
VIII(b) Chondrosarcomas,Rhode Island,1-4 years,0,1081993,0
VIII(b) Chondrosarcomas,Rhode Island,10-14 years,0,1521467,0
VIII(b) Chondrosarcomas,Rhode Island,15-19 years,0,1794833,0
VIII(b) Chondrosarcomas,Rhode Island,5-9 years,0,1420502,0
VIII(b) Chondrosarcomas,Rhode Island,< 1 year,0,263285,0
VIII(b) Chondrosarcomas,South Carolina,1-4 years,0,5226958,0
VIII(b) Chondrosarcomas,South Carolina,5-9 years,0,6693916,0
VIII(b) Chondrosarcomas,South Carolina,< 1 year,0,1301660,0
VIII(b) Chondrosarcomas,South Dakota,1-4 years,0,962224,0
VIII(b) Chondrosarcomas,South Dakota,10-14 years,0,1201910,0
VIII(b) Chondrosarcomas,South Dakota,15-19 years,0,1242334,0
VIII(b) Chondrosarcomas,South Dakota,5-9 years,0,1185915,0
VIII(b) Chondrosarcomas,South Dakota,< 1 year,0,241934,0
VIII(b) Chondrosarcomas,Tennessee,< 1 year,0,1816912,0
VIII(b) Chondrosarcomas,Texas,10-14 years,20,43696950,0.05
VIII(b) Chondrosarcomas,Texas,15-19 years,38,43234905,0.09000000000000001
VIII(b) Chondrosarcomas,Texas,< 1 year,0,8575488,0
VIII(b) Chondrosarcomas,Utah,1-4 years,0,4441432,0
VIII(b) Chondrosarcomas,Utah,5-9 years,0,5408434,0
VIII(b) Chondrosarcomas,Utah,< 1 year,0,1127988,0
VIII(b) Chondrosarcomas,Vermont,1-4 years,0,587023,0
VIII(b) Chondrosarcomas,Vermont,10-14 years,0,902253,0
VIII(b) Chondrosarcomas,Vermont,15-19 years,0,1058474,0
VIII(b) Chondrosarcomas,Vermont,5-9 years,0,803641,0
VIII(b) Chondrosarcomas,Vermont,< 1 year,0,139410,0
VIII(b) Chondrosarcomas,Virginia,< 1 year,0,2292551,0
VIII(b) Chondrosarcomas,Washington,1-4 years,0,7867141,0
VIII(b) Chondrosarcomas,Washington,< 1 year,0,1949932,0
VIII(b) Chondrosarcomas,West Virginia,1-4 years,0,1851405,0
VIII(b) Chondrosarcomas,West Virginia,10-14 years,0,2539200,0
VIII(b) Chondrosarcomas,West Virginia,5-9 years,0,2397871,0
VIII(b) Chondrosarcomas,West Virginia,< 1 year,0,460029,0
VIII(b) Chondrosarcomas,Wisconsin,1-4 years,0,6332140,0
VIII(b) Chondrosarcomas,Wisconsin,< 1 year,0,1547673,0
VIII(b) Chondrosarcomas,Wyoming,1-4 years,0,651740,0
VIII(b) Chondrosarcomas,Wyoming,10-14 years,0,861083,0
VIII(b) Chondrosarcomas,Wyoming,5-9 years,0,830117,0
VIII(b) Chondrosarcomas,Wyoming,< 1 year,0,161549,0
VIII(c) Ewing tumor and related sarcomas of bone,Alabama,10-14 years,21,7397945,0.27999999999999997
VIII(c) Ewing tumor and related sarcomas of bone,Alabama,15-19 years,18,7638677,0.24
VIII(c) Ewing tumor and related sarcomas of bone,Alabama,< 1 year,0,1361419,0
