cancer_site,state,race,count,population,crude_rate_100k,crude_rate_per_100k
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,Asian or Pacific Islander,113,4791109,2.3600000000000003,2.36
III(b) Astrocytomas,New Jersey,Asian or Pacific Islander,49,4791109,1.02,1.02
III(c) Intracranial and intraspinal embryonal tumors,New Jersey,Asian or Pacific Islander,30,4791109,0.63,0.63
III(d) Other gliomas,New Jersey,Asian or Pacific Islander,19,4791109,0.4,0.4
IV Sympathetic nervous system tumors,New Jersey,Asian or Pacific Islander,30,4791109,0.63,0.63
IV(a) Neuroblastoma and ganglioneuroblastoma,New Jersey,Asian or Pacific Islander,30,4791109,0.63,0.63
V Retinoblastoma,New Jersey,Asian or Pacific Islander,25,4791109,0.52,0.52
VI Renal tumors,New Jersey,Asian or Pacific Islander,23,4791109,0.48,0.48
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Jersey,Asian or Pacific Islander,22,4791109,0.45999999999999996,0.46
VII Hepatic tumor,New Jersey,Asian or Pacific Islander,18,4791109,0.38,0.38
VIII Malignant bone tumors,New Jersey,Asian or Pacific Islander,36,4791109,0.75,0.75
VIII(a) Osteosarcomas,New Jersey,Asian or Pacific Islander,18,4791109,0.38,0.38
IX Soft-tissue sarcomas,New Jersey,Asian or Pacific Islander,39,4791109,0.81,0.81
IX(a) Rhabdomyosarcomas,New Jersey,Asian or Pacific Islander,17,4791109,0.35000000000000003,0.35
IX(d) Other specified soft tissue sarcomas,New Jersey,Asian or Pacific Islander,16,4791109,0.33,0.33
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,Asian or Pacific Islander,61,4791109,1.27,1.27
X(c) Malignant gonadal germ cell tumors,New Jersey,Asian or Pacific Islander,38,4791109,0.79,0.79
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,Asian or Pacific Islander,74,4791109,1.54,1.54
XI(b) Thyroid carcinomas,New Jersey,Asian or Pacific Islander,54,4791109,1.1300000000000001,1.13
I Leukemia,New Jersey,Black or African American,335,9538590,3.5100000000000002,3.51
I(a) Lymphoid leukemias,New Jersey,Black or African American,211,9538590,2.2100000000000004,2.21
I(b) Acute myeloid leukemias,New Jersey,Black or African American,67,9538590,0.7000000000000001,0.7
I(c) Chronic myeloproliferative diseases,New Jersey,Black or African American,28,9538590,0.29,0.29
I(d) Myelodysplastic syndrome and other myeloproliferative,New Jersey,Black or African American,17,9538590,0.18000000000000002,0.18
II Lymphoma and reticuloendothelial neoplasms,New Jersey,Black or African American,270,9538590,2.83,2.83
II(a) Hodgkin lymphomas,New Jersey,Black or African American,104,9538590,1.09,1.09
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New Jersey,Black or African American,114,9538590,1.2000000000000002,1.2
II(c) Burkitt lymphoma,New Jersey,Black or African American,23,9538590,0.24,0.24
II(d) Miscellaneous lymphoreticular neoplasms,New Jersey,Black or African American,21,9538590,0.22000000000000003,0.22
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,Black or African American,224,9538590,2.35,2.35
III(a) Ependymomas and choroid plexus tumor,New Jersey,Black or African American,18,9538590,0.19,0.19
III(b) Astrocytomas,New Jersey,Black or African American,101,9538590,1.06,1.06
III(c) Intracranial and intraspinal embryonal tumors,New Jersey,Black or African American,39,9538590,0.41,0.41
III(d) Other gliomas,New Jersey,Black or African American,49,9538590,0.51,0.51
IV Sympathetic nervous system tumors,New Jersey,Black or African American,73,9538590,0.77,0.77
IV(a) Neuroblastoma and ganglioneuroblastoma,New Jersey,Black or African American,65,9538590,0.68,0.68
V Retinoblastoma,New Jersey,Black or African American,22,9538590,0.22999999999999998,0.23
VI Renal tumors,New Jersey,Black or African American,82,9538590,0.86,0.86
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Jersey,Black or African American,70,9538590,0.73,0.73
VIII Malignant bone tumors,New Jersey,Black or African American,70,9538590,0.73,0.73
VIII(a) Osteosarcomas,New Jersey,Black or African American,53,9538590,0.5599999999999999,0.56
IX Soft-tissue sarcomas,New Jersey,Black or African American,137,9538590,1.4400000000000002,1.44
IX(a) Rhabdomyosarcomas,New Jersey,Black or African American,43,9538590,0.45,0.45
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",New Jersey,Black or African American,16,9538590,0.17,0.17
IX(d) Other specified soft tissue sarcomas,New Jersey,Black or African American,65,9538590,0.68,0.68
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,Black or African American,71,9538590,0.7400000000000001,0.74
X(c) Malignant gonadal germ cell tumors,New Jersey,Black or African American,34,9538590,0.36000000000000004,0.36
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,Black or African American,103,9538590,1.08,1.08
XI(b) Thyroid carcinomas,New Jersey,Black or African American,32,9538590,0.34,0.34
XI(f) Other and unspecified carcinomas,New Jersey,Black or African American,45,9538590,0.47000000000000003,0.47
I Leukemia,New Jersey,White,1932,37929271,5.09,5.09
I(a) Lymphoid leukemias,New Jersey,White,1412,37929271,3.7200000000000006,3.72
I(b) Acute myeloid leukemias,New Jersey,White,314,37929271,0.8300000000000001,0.83
I(c) Chronic myeloproliferative diseases,New Jersey,White,99,37929271,0.26,0.26
I(d) Myelodysplastic syndrome and other myeloproliferative,New Jersey,White,56,37929271,0.15000000000000002,0.15
I(e) Unspecified and other specified leukemias,New Jersey,White,51,37929271,0.13,0.13
II Lymphoma and reticuloendothelial neoplasms,New Jersey,White,1282,37929271,3.38,3.38
II(a) Hodgkin lymphomas,New Jersey,White,630,37929271,1.6600000000000001,1.66
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New Jersey,White,409,37929271,1.08,1.08
II(c) Burkitt lymphoma,New Jersey,White,113,37929271,0.30000000000000004,0.3
II(d) Miscellaneous lymphoreticular neoplasms,New Jersey,White,116,37929271,0.31000000000000005,0.31
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,White,1429,37929271,3.7700000000000005,3.77
III(a) Ependymomas and choroid plexus tumor,New Jersey,White,112,37929271,0.30000000000000004,0.3
III(b) Astrocytomas,New Jersey,White,755,37929271,1.99,1.99
III(c) Intracranial and intraspinal embryonal tumors,New Jersey,White,245,37929271,0.65,0.65
III(d) Other gliomas,New Jersey,White,286,37929271,0.75,0.75
III(e) Other specified intracranial/intraspinal neoplasms,New Jersey,White,16,37929271,0.04000000000000001,0.04
IV Sympathetic nervous system tumors,New Jersey,White,343,37929271,0.9,0.9
IV(a) Neuroblastoma and ganglioneuroblastoma,New Jersey,White,333,37929271,0.8800000000000001,0.88
V Retinoblastoma,New Jersey,White,100,37929271,0.26,0.26
VI Renal tumors,New Jersey,White,288,37929271,0.76,0.76
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Jersey,White,257,37929271,0.68,0.68
VI(b) Renal carcinomas,New Jersey,White,31,37929271,0.08000000000000002,0.08
VII Hepatic tumor,New Jersey,White,80,37929271,0.21000000000000002,0.21
VII(a) Hepatoblastoma,New Jersey,White,60,37929271,0.16000000000000003,0.16
VII(b) Hepatic carcinomas,New Jersey,White,20,37929271,0.05,0.05
VIII Malignant bone tumors,New Jersey,White,418,37929271,1.1,1.1
VIII(a) Osteosarcomas,New Jersey,White,204,37929271,0.54,0.54
VIII(b) Chondrosarcomas,New Jersey,White,22,37929271,0.06,0.06
VIII(c) Ewing tumor and related sarcomas of bone,New Jersey,White,154,37929271,0.41,0.41
VIII(d) Other specified malignant bone tumors,New Jersey,White,27,37929271,0.06999999999999999,0.07
IX Soft-tissue sarcomas,New Jersey,White,476,37929271,1.25,1.25
IX(a) Rhabdomyosarcomas,New Jersey,White,192,37929271,0.51,0.51
"IX(b) Fibrosarcomas, peripheral nerve & other fibrous",New Jersey,White,48,37929271,0.13,0.13
IX(d) Other specified soft tissue sarcomas,New Jersey,White,188,37929271,0.5,0.5
IX(e) Unspecified soft tissue sarcomas,New Jersey,White,48,37929271,0.13,0.13
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Jersey,White,475,37929271,1.25,1.25
X(a) Intracranial & intraspinal germ cell tumors,New Jersey,White,67,37929271,0.18000000000000002,0.18
X(b) Extracranial & extragonadal germ cell tumors,New Jersey,White,52,37929271,0.13999999999999999,0.14
X(c) Malignant gonadal germ cell tumors,New Jersey,White,326,37929271,0.86,0.86
X(d) Gonadal carcinomas,New Jersey,White,18,37929271,0.05,0.05
XI Carcinomas and other malignant epithelial neoplasms,New Jersey,White,1041,37929271,2.74,2.74
XI(b) Thyroid carcinomas,New Jersey,White,535,37929271,1.4100000000000001,1.41
XI(d) Malignant melanomas,New Jersey,White,226,37929271,0.6000000000000001,0.6
XI(f) Other and unspecified carcinomas,New Jersey,White,254,37929271,0.67,0.67
XII Other and unspecified malignant neoplasms,New Jersey,White,42,37929271,0.11000000000000001,0.11
XII(a) Other specified malignant tumors,New Jersey,White,23,37929271,0.06,0.06
XII(b) Other unspecified malignant tumors,New Jersey,White,19,37929271,0.05,0.05
I Leukemia,New Mexico,American Indian or Alaska Native,84,1840670,4.5600000000000005,4.56
I(a) Lymphoid leukemias,New Mexico,American Indian or Alaska Native,56,1840670,3.04,3.04
I(b) Acute myeloid leukemias,New Mexico,American Indian or Alaska Native,19,1840670,1.03,1.03
II Lymphoma and reticuloendothelial neoplasms,New Mexico,American Indian or Alaska Native,19,1840670,1.03,1.03
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,American Indian or Alaska Native,27,1840670,1.47,1.47
IX Soft-tissue sarcomas,New Mexico,American Indian or Alaska Native,17,1840670,0.9199999999999999,0.92
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,American Indian or Alaska Native,19,1840670,1.03,1.03
X(c) Malignant gonadal germ cell tumors,New Mexico,American Indian or Alaska Native,17,1840670,0.9199999999999999,0.92
XI Carcinomas and other malignant epithelial neoplasms,New Mexico,American Indian or Alaska Native,18,1840670,0.9800000000000001,0.98
I Leukemia,New Mexico,White,539,10370259,5.2,5.2
I(a) Lymphoid leukemias,New Mexico,White,417,10370259,4.0200000000000005,4.02
I(b) Acute myeloid leukemias,New Mexico,White,71,10370259,0.68,0.68
I(c) Chronic myeloproliferative diseases,New Mexico,White,25,10370259,0.24,0.24
II Lymphoma and reticuloendothelial neoplasms,New Mexico,White,243,10370259,2.34,2.34
II(a) Hodgkin lymphomas,New Mexico,White,98,10370259,0.9500000000000001,0.95
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New Mexico,White,95,10370259,0.9199999999999999,0.92
II(c) Burkitt lymphoma,New Mexico,White,22,10370259,0.21000000000000002,0.21
II(d) Miscellaneous lymphoreticular neoplasms,New Mexico,White,23,10370259,0.22000000000000003,0.22
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,White,240,10370259,2.31,2.31
III(a) Ependymomas and choroid plexus tumor,New Mexico,White,26,10370259,0.25,0.25
III(b) Astrocytomas,New Mexico,White,118,10370259,1.1400000000000001,1.14
III(c) Intracranial and intraspinal embryonal tumors,New Mexico,White,46,10370259,0.44000000000000006,0.44
III(d) Other gliomas,New Mexico,White,44,10370259,0.42000000000000004,0.42
IV Sympathetic nervous system tumors,New Mexico,White,67,10370259,0.65,0.65
IV(a) Neuroblastoma and ganglioneuroblastoma,New Mexico,White,65,10370259,0.63,0.63
V Retinoblastoma,New Mexico,White,29,10370259,0.27999999999999997,0.28
VI Renal tumors,New Mexico,White,47,10370259,0.45,0.45
VI(a) Nephroblastoma and other nonepithelial renal tumors,New Mexico,White,44,10370259,0.42000000000000004,0.42
VII Hepatic tumor,New Mexico,White,27,10370259,0.26,0.26
VII(a) Hepatoblastoma,New Mexico,White,20,10370259,0.19,0.19
VIII Malignant bone tumors,New Mexico,White,88,10370259,0.8500000000000001,0.85
VIII(a) Osteosarcomas,New Mexico,White,51,10370259,0.49000000000000005,0.49
VIII(c) Ewing tumor and related sarcomas of bone,New Mexico,White,28,10370259,0.27,0.27
IX Soft-tissue sarcomas,New Mexico,White,125,10370259,1.21,1.21
IX(a) Rhabdomyosarcomas,New Mexico,White,35,10370259,0.34,0.34
IX(d) Other specified soft tissue sarcomas,New Mexico,White,68,10370259,0.66,0.66
"X Germ-cell, trophoblastic and other gonadal neoplasms",New Mexico,White,142,10370259,1.37,1.37
X(b) Extracranial & extragonadal germ cell tumors,New Mexico,White,18,10370259,0.17,0.17
X(c) Malignant gonadal germ cell tumors,New Mexico,White,98,10370259,0.9500000000000001,0.95
XI Carcinomas and other malignant epithelial neoplasms,New Mexico,White,217,10370259,2.09,2.09
XI(b) Thyroid carcinomas,New Mexico,White,122,10370259,1.1800000000000002,1.18
XI(d) Malignant melanomas,New Mexico,White,35,10370259,0.34,0.34
XI(f) Other and unspecified carcinomas,New Mexico,White,52,10370259,0.5,0.5
I Leukemia,New York,Asian or Pacific Islander,418,8856478,4.720000000000001,4.72
I(a) Lymphoid leukemias,New York,Asian or Pacific Islander,274,8856478,3.09,3.09
I(b) Acute myeloid leukemias,New York,Asian or Pacific Islander,79,8856478,0.8900000000000001,0.89
I(c) Chronic myeloproliferative diseases,New York,Asian or Pacific Islander,32,8856478,0.36000000000000004,0.36
I(d) Myelodysplastic syndrome and other myeloproliferative,New York,Asian or Pacific Islander,22,8856478,0.25,0.25
II Lymphoma and reticuloendothelial neoplasms,New York,Asian or Pacific Islander,220,8856478,2.4800000000000004,2.48
II(a) Hodgkin lymphomas,New York,Asian or Pacific Islander,76,8856478,0.86,0.86
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New York,Asian or Pacific Islander,97,8856478,1.1,1.1
II(d) Miscellaneous lymphoreticular neoplasms,New York,Asian or Pacific Islander,29,8856478,0.33,0.33
III CNS and misc intracranial and intraspinal neoplasms,New York,Asian or Pacific Islander,216,8856478,2.44,2.44
III(a) Ependymomas and choroid plexus tumor,New York,Asian or Pacific Islander,22,8856478,0.25,0.25
III(b) Astrocytomas,New York,Asian or Pacific Islander,102,8856478,1.1500000000000001,1.15
III(c) Intracranial and intraspinal embryonal tumors,New York,Asian or Pacific Islander,37,8856478,0.42000000000000004,0.42
III(d) Other gliomas,New York,Asian or Pacific Islander,48,8856478,0.54,0.54
IV Sympathetic nervous system tumors,New York,Asian or Pacific Islander,66,8856478,0.75,0.75
IV(a) Neuroblastoma and ganglioneuroblastoma,New York,Asian or Pacific Islander,63,8856478,0.71,0.71
V Retinoblastoma,New York,Asian or Pacific Islander,35,8856478,0.4,0.4
VI Renal tumors,New York,Asian or Pacific Islander,40,8856478,0.45,0.45
VI(a) Nephroblastoma and other nonepithelial renal tumors,New York,Asian or Pacific Islander,35,8856478,0.4,0.4
VII Hepatic tumor,New York,Asian or Pacific Islander,33,8856478,0.37000000000000005,0.37
VII(a) Hepatoblastoma,New York,Asian or Pacific Islander,21,8856478,0.24,0.24
VIII Malignant bone tumors,New York,Asian or Pacific Islander,86,8856478,0.97,0.97
VIII(a) Osteosarcomas,New York,Asian or Pacific Islander,47,8856478,0.53,0.53
VIII(c) Ewing tumor and related sarcomas of bone,New York,Asian or Pacific Islander,28,8856478,0.32000000000000006,0.32
IX Soft-tissue sarcomas,New York,Asian or Pacific Islander,85,8856478,0.96,0.96
IX(a) Rhabdomyosarcomas,New York,Asian or Pacific Islander,32,8856478,0.36000000000000004,0.36
IX(d) Other specified soft tissue sarcomas,New York,Asian or Pacific Islander,35,8856478,0.4,0.4
"X Germ-cell, trophoblastic and other gonadal neoplasms",New York,Asian or Pacific Islander,105,8856478,1.1900000000000002,1.19
X(a) Intracranial & intraspinal germ cell tumors,New York,Asian or Pacific Islander,22,8856478,0.25,0.25
X(b) Extracranial & extragonadal germ cell tumors,New York,Asian or Pacific Islander,17,8856478,0.19,0.19
X(c) Malignant gonadal germ cell tumors,New York,Asian or Pacific Islander,60,8856478,0.68,0.68
XI Carcinomas and other malignant epithelial neoplasms,New York,Asian or Pacific Islander,194,8856478,2.19,2.19
XI(b) Thyroid carcinomas,New York,Asian or Pacific Islander,135,8856478,1.52,1.52
XI(f) Other and unspecified carcinomas,New York,Asian or Pacific Islander,43,8856478,0.49000000000000005,0.49
I Leukemia,New York,Black or African American,764,24459612,3.12,3.12
I(a) Lymphoid leukemias,New York,Black or African American,447,24459612,1.83,1.83
I(b) Acute myeloid leukemias,New York,Black or African American,176,24459612,0.7200000000000001,0.72
I(c) Chronic myeloproliferative diseases,New York,Black or African American,90,24459612,0.37000000000000005,0.37
I(d) Myelodysplastic syndrome and other myeloproliferative,New York,Black or African American,29,24459612,0.12,0.12
I(e) Unspecified and other specified leukemias,New York,Black or African American,22,24459612,0.09000000000000001,0.09
II Lymphoma and reticuloendothelial neoplasms,New York,Black or African American,580,24459612,2.37,2.37
II(a) Hodgkin lymphomas,New York,Black or African American,259,24459612,1.06,1.06
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New York,Black or African American,251,24459612,1.03,1.03
II(c) Burkitt lymphoma,New York,Black or African American,35,24459612,0.13999999999999999,0.14
II(d) Miscellaneous lymphoreticular neoplasms,New York,Black or African American,27,24459612,0.11000000000000001,0.11
III CNS and misc intracranial and intraspinal neoplasms,New York,Black or African American,627,24459612,2.5600000000000005,2.56
III(a) Ependymomas and choroid plexus tumor,New York,Black or African American,50,24459612,0.2,0.2
III(b) Astrocytomas,New York,Black or African American,338,24459612,1.3800000000000001,1.38
III(c) Intracranial and intraspinal embryonal tumors,New York,Black or African American,89,24459612,0.36000000000000004,0.36
III(d) Other gliomas,New York,Black or African American,121,24459612,0.49000000000000005,0.49
III(e) Other specified intracranial/intraspinal neoplasms,New York,Black or African American,21,24459612,0.09000000000000001,0.09
IV Sympathetic nervous system tumors,New York,Black or African American,163,24459612,0.67,0.67
IV(a) Neuroblastoma and ganglioneuroblastoma,New York,Black or African American,155,24459612,0.63,0.63
V Retinoblastoma,New York,Black or African American,93,24459612,0.38,0.38
